Customer_ID,Gender,Age,Income_Bracket,Employment_Type,Marital_Status,City,Education_Level,Preferred_Travel_Mode,Preferred_Travel_Season,Travel_Purpose,Booking_Method,Has_Traveled_Abroad,Frequent_Traveler,Has_Children,Credit_Card_Holder,Internet_Usage,Social_Media_Usage,Travel_Insurance_Awareness,Purchased_Travel_Plan
2893,Female,34,3-6 LPA,Salaried,Single,Kolkata,Post-Graduate,Train,Summer,Pilgrimage,Online,No,No,No,No,High,Medium,Not Aware,0
2894,Male,25,<3 LPA,Unemployed,Divorced,Ahmedabad,Post-Graduate,Bus,Winter,Pilgrimage,Online,No,Yes,No,No,Medium,Medium,Aware,1
2895,Male,56,3-6 LPA,Student,Married,Hyderabad,High School,Bus,Summer,Family Visit,Online,No,No,No,Yes,Medium,Low,Aware,0
2896,Male,52,<3 LPA,Salaried,Single,Hyderabad,Graduate,Train,Summer,Leisure,Offline Agent,No,No,Yes,No,High,Medium,Aware,0
2897,Female,54,>15 LPA,Salaried,Single,Pune,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
2898,Male,27,6-10 LPA,Unemployed,Single,Delhi,Graduate,Flight,Winter,Leisure,Online,Yes,No,Yes,No,Low,Medium,Aware,0
2899,Female,30,3-6 LPA,Salaried,Married,Mumbai,High School,Own Vehicle,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
2900,Female,37,6-10 LPA,Salaried,Married,Kolkata,High School,Bus,Summer,Leisure,Direct Booking,No,Yes,Yes,No,Medium,Low,Aware,1
2901,Female,50,<3 LPA,Salaried,Single,Pune,High School,Bus,Summer,Leisure,Online,Yes,No,Yes,No,High,High,Aware,0
2902,Female,41,10-15 LPA,Salaried,Married,Chennai,Post-Graduate,Bus,Summer,Leisure,Online,No,No,Yes,No,High,High,Aware,1
2903,Male,33,>15 LPA,Student,Single,Bangalore,High School,Train,Winter,Business,Offline Agent,No,Yes,Yes,No,Medium,High,Not Aware,1
2904,Female,21,10-15 LPA,Self-Employed,Married,Hyderabad,Graduate,Train,Monsoon,Leisure,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
2905,Female,21,3-6 LPA,Unemployed,Married,Pune,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,Yes,Low,Medium,Aware,0
2906,Male,53,3-6 LPA,Salaried,Divorced,Delhi,Post-Graduate,Train,Winter,Leisure,Offline Agent,No,No,Yes,Yes,Medium,High,Aware,0
2907,Female,58,<3 LPA,Salaried,Single,Pune,High School,Own Vehicle,Summer,Leisure,Online,No,No,No,No,Low,Medium,Not Aware,0
2908,Male,45,6-10 LPA,Unemployed,Divorced,Chennai,High School,Flight,Monsoon,Family Visit,Offline Agent,No,Yes,No,No,Medium,Medium,Not Aware,1
2909,Female,46,6-10 LPA,Student,Single,Bangalore,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
2910,Male,33,3-6 LPA,Student,Married,Chennai,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
2911,Female,48,>15 LPA,Salaried,Married,Mumbai,Graduate,Flight,Monsoon,Business,Online,No,No,Yes,Yes,High,Medium,Not Aware,1
2912,Male,53,<3 LPA,Student,Married,Ahmedabad,Post-Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,No,Low,Medium,Aware,0
2913,Female,57,<3 LPA,Salaried,Divorced,Delhi,High School,Own Vehicle,Winter,Business,Online,No,No,No,No,Medium,Medium,Aware,0
2914,Female,50,<3 LPA,Self-Employed,Married,Bangalore,High School,Flight,Monsoon,Leisure,Offline Agent,No,No,Yes,No,High,Low,Aware,0
2915,Male,28,3-6 LPA,Self-Employed,Divorced,Bangalore,Graduate,Own Vehicle,Winter,Leisure,Direct Booking,Yes,Yes,No,No,Low,High,Not Aware,1
2916,Male,21,<3 LPA,Self-Employed,Single,Ahmedabad,Post-Graduate,Bus,Monsoon,Leisure,Offline Agent,No,No,No,No,Medium,High,Aware,0
2917,Male,32,6-10 LPA,Student,Single,Mumbai,High School,Train,Summer,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
2918,Male,25,3-6 LPA,Self-Employed,Married,Mumbai,Doctorate,Flight,Summer,Leisure,Offline Agent,No,No,No,Yes,High,High,Not Aware,1
2919,Female,44,<3 LPA,Salaried,Single,Mumbai,Post-Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,High,High,Not Aware,0
2920,Female,26,10-15 LPA,Salaried,Divorced,Delhi,Graduate,Flight,Winter,Business,Direct Booking,No,No,No,No,High,High,Not Aware,0
2921,Male,45,3-6 LPA,Self-Employed,Married,Hyderabad,Post-Graduate,Train,Winter,Business,Offline Agent,No,Yes,Yes,No,Medium,Low,Not Aware,1
2922,Female,21,6-10 LPA,Salaried,Married,Chennai,Graduate,Train,Summer,Leisure,Online,No,Yes,No,Yes,Low,Medium,Aware,1
2923,Male,45,3-6 LPA,Salaried,Married,Delhi,Graduate,Train,Summer,Business,Online,No,No,Yes,Yes,Low,High,Not Aware,0
2924,Male,21,6-10 LPA,Salaried,Married,Delhi,Graduate,Flight,Winter,Pilgrimage,Online,No,Yes,Yes,No,High,Medium,Not Aware,1
2925,Female,52,>15 LPA,Salaried,Single,Chennai,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,1
2926,Female,23,<3 LPA,Unemployed,Married,Pune,High School,Flight,Winter,Leisure,Online,No,No,No,No,Medium,Low,Aware,0
2927,Female,39,6-10 LPA,Salaried,Married,Bangalore,Graduate,Flight,Winter,Family Visit,Offline Agent,No,No,Yes,No,Medium,Low,Not Aware,0
2928,Female,49,10-15 LPA,Self-Employed,Divorced,Pune,Post-Graduate,Bus,Winter,Leisure,Online,No,Yes,No,No,High,Medium,Not Aware,1
2929,Female,22,6-10 LPA,Student,Single,Chennai,Graduate,Bus,Monsoon,Family Visit,Online,No,No,Yes,No,High,Medium,Aware,0
2930,Female,29,3-6 LPA,Salaried,Married,Mumbai,Doctorate,Own Vehicle,Summer,Leisure,Online,No,Yes,No,No,Low,High,Aware,1
2931,Female,37,3-6 LPA,Unemployed,Single,Bangalore,High School,Train,Monsoon,Leisure,Online,No,Yes,Yes,Yes,Low,High,Aware,1
2932,Male,56,6-10 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Train,Summer,Leisure,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
2933,Male,37,10-15 LPA,Student,Married,Pune,Graduate,Flight,Summer,Business,Online,No,No,Yes,Yes,Low,Low,Not Aware,1
2934,Male,32,<3 LPA,Salaried,Single,Delhi,Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Low,Low,Aware,0
2935,Male,40,<3 LPA,Salaried,Married,Chennai,Post-Graduate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,Yes,Low,High,Not Aware,0
2936,Male,23,3-6 LPA,Salaried,Married,Delhi,Post-Graduate,Train,Monsoon,Pilgrimage,Direct Booking,No,Yes,Yes,No,Medium,High,Aware,1
2937,Female,24,3-6 LPA,Salaried,Single,Pune,Graduate,Bus,Summer,Business,Online,No,No,Yes,No,High,High,Aware,0
2938,Male,37,3-6 LPA,Student,Married,Kolkata,Post-Graduate,Train,Winter,Business,Direct Booking,No,No,Yes,No,High,High,Aware,0
2939,Male,57,3-6 LPA,Salaried,Single,Delhi,High School,Flight,Summer,Family Visit,Offline Agent,No,No,Yes,Yes,Medium,Low,Aware,1
2940,Male,35,<3 LPA,Self-Employed,Married,Ahmedabad,Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
2941,Male,53,<3 LPA,Salaried,Single,Chennai,Post-Graduate,Own Vehicle,Summer,Business,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
2942,Male,36,>15 LPA,Student,Single,Kolkata,Graduate,Flight,Winter,Pilgrimage,Online,No,No,Yes,Yes,High,Low,Not Aware,1
2943,Male,31,<3 LPA,Student,Married,Kolkata,High School,Flight,Monsoon,Family Visit,Direct Booking,No,No,Yes,Yes,Low,High,Not Aware,1
2944,Male,40,3-6 LPA,Salaried,Divorced,Kolkata,Graduate,Bus,Winter,Leisure,Online,Yes,No,Yes,Yes,Medium,High,Aware,0
2945,Female,58,3-6 LPA,Salaried,Married,Delhi,Graduate,Flight,Winter,Leisure,Online,No,No,Yes,No,High,Medium,Not Aware,0
2946,Female,44,>15 LPA,Self-Employed,Single,Hyderabad,Graduate,Train,Winter,Leisure,Online,No,Yes,No,Yes,Medium,Medium,Not Aware,1
2947,Male,36,10-15 LPA,Salaried,Single,Hyderabad,Graduate,Train,Monsoon,Business,Online,No,No,No,No,High,High,Aware,1
2948,Female,50,10-15 LPA,Salaried,Married,Delhi,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
2949,Female,54,<3 LPA,Self-Employed,Married,Bangalore,Graduate,Train,Winter,Leisure,Offline Agent,No,Yes,No,Yes,Medium,High,Aware,1
2950,Female,21,10-15 LPA,Unemployed,Single,Bangalore,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,Yes,High,High,Not Aware,1
2951,Female,44,3-6 LPA,Student,Married,Ahmedabad,Doctorate,Bus,Summer,Business,Online,No,No,No,No,Medium,Medium,Aware,0
2952,Male,44,3-6 LPA,Self-Employed,Single,Bangalore,Doctorate,Bus,Summer,Business,Online,No,No,No,Yes,High,Low,Not Aware,0
2953,Female,29,6-10 LPA,Self-Employed,Single,Bangalore,Post-Graduate,Own Vehicle,Monsoon,Family Visit,Direct Booking,No,No,No,No,Medium,Medium,Aware,0
2954,Female,42,10-15 LPA,Unemployed,Married,Hyderabad,High School,Flight,Monsoon,Leisure,Direct Booking,No,No,Yes,No,Medium,Medium,Not Aware,0
2955,Female,32,10-15 LPA,Self-Employed,Single,Pune,Graduate,Flight,Summer,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Aware,1
2956,Male,37,10-15 LPA,Salaried,Single,Bangalore,Post-Graduate,Own Vehicle,Summer,Family Visit,Online,No,No,No,Yes,High,High,Aware,1
2957,Male,45,>15 LPA,Unemployed,Single,Chennai,Graduate,Own Vehicle,Winter,Family Visit,Offline Agent,No,Yes,Yes,Yes,Medium,Low,Aware,1
2958,Male,48,3-6 LPA,Salaried,Married,Bangalore,Doctorate,Flight,Summer,Family Visit,Online,No,Yes,Yes,Yes,Medium,High,Aware,1
2959,Male,35,3-6 LPA,Salaried,Single,Ahmedabad,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
2960,Male,50,<3 LPA,Self-Employed,Married,Chennai,Post-Graduate,Bus,Winter,Leisure,Online,No,Yes,No,No,Medium,Medium,Aware,1
2961,Male,47,10-15 LPA,Salaried,Divorced,Hyderabad,High School,Bus,Summer,Business,Direct Booking,No,Yes,Yes,No,Medium,Medium,Not Aware,1
2962,Male,42,<3 LPA,Salaried,Single,Chennai,Graduate,Flight,Monsoon,Family Visit,Online,No,Yes,Yes,No,Medium,High,Aware,1
2963,Female,30,10-15 LPA,Salaried,Married,Ahmedabad,Post-Graduate,Bus,Summer,Leisure,Online,No,No,No,Yes,Medium,Low,Aware,1
2964,Female,51,3-6 LPA,Self-Employed,Married,Kolkata,Post-Graduate,Flight,Winter,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
2965,Female,47,3-6 LPA,Unemployed,Single,Chennai,Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,No,No,High,Medium,Aware,0
2966,Male,32,<3 LPA,Salaried,Single,Delhi,High School,Train,Summer,Leisure,Direct Booking,No,Yes,Yes,No,High,Low,Not Aware,1
2967,Male,51,3-6 LPA,Salaried,Single,Chennai,Post-Graduate,Bus,Monsoon,Leisure,Offline Agent,No,Yes,No,Yes,Medium,Medium,Aware,1
2968,Male,52,10-15 LPA,Salaried,Married,Ahmedabad,Graduate,Bus,Winter,Leisure,Offline Agent,No,No,Yes,No,Medium,Medium,Not Aware,0
2969,Male,52,<3 LPA,Self-Employed,Married,Kolkata,High School,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,Medium,High,Aware,0
2970,Male,55,3-6 LPA,Student,Single,Delhi,Graduate,Bus,Winter,Leisure,Online,No,Yes,No,Yes,Medium,High,Aware,1
2971,Female,41,<3 LPA,Salaried,Married,Kolkata,Graduate,Flight,Winter,Leisure,Online,No,No,Yes,No,High,Medium,Aware,0
2972,Female,30,3-6 LPA,Salaried,Married,Bangalore,Graduate,Bus,Monsoon,Leisure,Online,Yes,No,Yes,Yes,Medium,Medium,Not Aware,0
2973,Male,36,<3 LPA,Self-Employed,Single,Chennai,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,Yes,Medium,Low,Not Aware,0
2974,Male,27,3-6 LPA,Self-Employed,Married,Pune,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,Low,High,Not Aware,0
2975,Male,24,10-15 LPA,Salaried,Single,Chennai,Graduate,Bus,Summer,Leisure,Online,No,Yes,Yes,No,Low,Medium,Aware,1
2976,Male,47,3-6 LPA,Salaried,Married,Mumbai,Graduate,Bus,Winter,Leisure,Direct Booking,No,Yes,No,Yes,Medium,Medium,Aware,1
2977,Female,45,3-6 LPA,Salaried,Single,Bangalore,Graduate,Bus,Summer,Leisure,Direct Booking,No,No,Yes,No,Medium,Low,Aware,0
2978,Male,51,6-10 LPA,Unemployed,Married,Ahmedabad,Graduate,Bus,Winter,Pilgrimage,Online,No,No,No,No,Medium,Medium,Aware,0
2979,Male,31,<3 LPA,Student,Single,Chennai,Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,Low,Low,Aware,0
2980,Male,40,3-6 LPA,Student,Married,Chennai,Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
2981,Male,56,6-10 LPA,Student,Single,Mumbai,High School,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,Medium,Medium,Aware,0
2982,Female,37,3-6 LPA,Student,Married,Ahmedabad,High School,Train,Summer,Family Visit,Offline Agent,No,No,Yes,Yes,Low,Medium,Not Aware,0
2983,Male,31,6-10 LPA,Unemployed,Single,Delhi,Graduate,Own Vehicle,Summer,Leisure,Online,No,Yes,No,Yes,High,Medium,Aware,1
2984,Male,50,3-6 LPA,Salaried,Single,Bangalore,High School,Flight,Summer,Business,Online,No,Yes,Yes,No,Medium,Low,Aware,1
2985,Female,55,10-15 LPA,Salaried,Single,Ahmedabad,High School,Train,Monsoon,Leisure,Online,Yes,No,Yes,No,High,High,Aware,1
2986,Female,58,>15 LPA,Student,Single,Ahmedabad,Doctorate,Flight,Summer,Business,Offline Agent,No,Yes,Yes,Yes,High,High,Aware,1
2987,Female,42,<3 LPA,Self-Employed,Married,Mumbai,Graduate,Train,Summer,Leisure,Online,No,No,No,No,Low,Medium,Aware,0
2988,Male,47,3-6 LPA,Salaried,Divorced,Bangalore,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Medium,Aware,0
2989,Male,57,3-6 LPA,Salaried,Married,Bangalore,Graduate,Flight,Monsoon,Business,Online,Yes,Yes,Yes,No,Low,High,Aware,1
2990,Female,55,<3 LPA,Salaried,Married,Delhi,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,No,High,Low,Not Aware,0
2991,Female,24,10-15 LPA,Salaried,Single,Delhi,Graduate,Bus,Monsoon,Family Visit,Online,Yes,No,No,Yes,High,Medium,Aware,1
2992,Female,36,10-15 LPA,Salaried,Single,Ahmedabad,Graduate,Train,Monsoon,Leisure,Offline Agent,No,Yes,No,No,Medium,Medium,Aware,1
2993,Female,36,3-6 LPA,Self-Employed,Married,Hyderabad,Graduate,Flight,Winter,Business,Online,No,No,Yes,Yes,Medium,Low,Aware,1
2994,Female,41,6-10 LPA,Student,Divorced,Mumbai,Post-Graduate,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,Medium,Medium,Aware,0
2995,Female,46,<3 LPA,Student,Married,Ahmedabad,Post-Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,Yes,No,Medium,Medium,Aware,0
2996,Male,56,6-10 LPA,Student,Single,Kolkata,Post-Graduate,Bus,Summer,Pilgrimage,Online,No,No,Yes,No,High,High,Aware,0
2997,Male,39,10-15 LPA,Student,Single,Mumbai,High School,Bus,Winter,Leisure,Offline Agent,No,No,No,Yes,Low,Medium,Aware,1
2998,Male,37,6-10 LPA,Salaried,Single,Pune,Graduate,Train,Summer,Pilgrimage,Online,No,Yes,Yes,Yes,High,Low,Not Aware,1
2999,Female,46,3-6 LPA,Salaried,Single,Bangalore,High School,Own Vehicle,Winter,Leisure,Online,No,No,No,No,High,Low,Not Aware,0
3000,Female,42,6-10 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Summer,Family Visit,Online,No,No,No,Yes,Medium,Low,Aware,1
3001,Female,48,3-6 LPA,Unemployed,Single,Hyderabad,Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,No,Low,Medium,Aware,0
3002,Female,21,6-10 LPA,Salaried,Married,Pune,Graduate,Flight,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
3003,Female,56,3-6 LPA,Student,Divorced,Ahmedabad,Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
3004,Female,57,3-6 LPA,Salaried,Married,Bangalore,Post-Graduate,Flight,Winter,Leisure,Online,No,No,Yes,No,Low,Low,Not Aware,0
3005,Male,22,6-10 LPA,Unemployed,Divorced,Delhi,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
3006,Male,37,10-15 LPA,Salaried,Single,Hyderabad,High School,Own Vehicle,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
3007,Female,60,<3 LPA,Student,Divorced,Mumbai,Post-Graduate,Flight,Winter,Family Visit,Offline Agent,No,Yes,Yes,No,Medium,Medium,Not Aware,1
3008,Male,58,>15 LPA,Salaried,Single,Delhi,Post-Graduate,Flight,Summer,Leisure,Online,No,No,No,No,Medium,Low,Aware,1
3009,Female,41,6-10 LPA,Salaried,Married,Chennai,High School,Flight,Winter,Leisure,Offline Agent,No,No,Yes,Yes,Medium,High,Not Aware,1
3010,Male,29,6-10 LPA,Self-Employed,Single,Hyderabad,Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,Yes,Yes,Low,Medium,Not Aware,0
3011,Female,33,10-15 LPA,Unemployed,Married,Bangalore,Post-Graduate,Train,Monsoon,Business,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
3012,Female,31,3-6 LPA,Self-Employed,Single,Mumbai,Graduate,Own Vehicle,Summer,Leisure,Online,No,No,No,No,Low,Medium,Aware,0
3013,Male,36,10-15 LPA,Unemployed,Single,Pune,Graduate,Own Vehicle,Summer,Family Visit,Online,No,Yes,Yes,No,High,Medium,Aware,1
3014,Male,36,<3 LPA,Student,Divorced,Hyderabad,Graduate,Train,Winter,Family Visit,Online,No,No,No,Yes,Low,Medium,Not Aware,0
3015,Female,22,<3 LPA,Student,Married,Bangalore,Doctorate,Bus,Summer,Business,Online,Yes,No,Yes,Yes,Medium,Low,Aware,0
3016,Female,28,6-10 LPA,Salaried,Married,Ahmedabad,Post-Graduate,Flight,Winter,Family Visit,Online,No,No,No,No,Medium,High,Aware,0
3017,Male,33,10-15 LPA,Salaried,Married,Ahmedabad,Graduate,Flight,Winter,Pilgrimage,Online,No,No,No,No,Medium,High,Not Aware,0
3018,Male,37,10-15 LPA,Salaried,Married,Mumbai,Graduate,Bus,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
3019,Female,59,6-10 LPA,Unemployed,Single,Hyderabad,Graduate,Flight,Winter,Business,Online,No,No,No,Yes,Medium,High,Aware,1
3020,Male,44,6-10 LPA,Unemployed,Married,Mumbai,High School,Own Vehicle,Monsoon,Business,Online,No,No,No,No,Medium,Medium,Aware,0
3021,Female,23,3-6 LPA,Student,Married,Chennai,Graduate,Bus,Summer,Business,Online,No,No,No,Yes,High,Low,Aware,0
3022,Female,50,>15 LPA,Salaried,Married,Pune,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,No,Low,High,Aware,1
3023,Female,33,3-6 LPA,Salaried,Divorced,Ahmedabad,Post-Graduate,Own Vehicle,Summer,Leisure,Direct Booking,No,No,No,No,Medium,High,Aware,0
3024,Female,39,6-10 LPA,Unemployed,Married,Pune,Post-Graduate,Own Vehicle,Winter,Family Visit,Offline Agent,No,No,Yes,No,Medium,Low,Not Aware,0
3025,Male,27,6-10 LPA,Salaried,Married,Pune,High School,Own Vehicle,Monsoon,Pilgrimage,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
3026,Male,29,6-10 LPA,Student,Divorced,Mumbai,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
3027,Male,39,3-6 LPA,Salaried,Divorced,Pune,Graduate,Flight,Winter,Leisure,Online,Yes,No,No,Yes,High,Medium,Aware,1
3028,Male,60,>15 LPA,Salaried,Divorced,Pune,Graduate,Own Vehicle,Summer,Leisure,Online,Yes,No,No,Yes,Medium,Medium,Not Aware,0
3029,Male,42,6-10 LPA,Student,Married,Bangalore,Graduate,Flight,Summer,Family Visit,Online,No,Yes,Yes,Yes,Medium,Low,Aware,1
3030,Male,38,>15 LPA,Salaried,Single,Hyderabad,Post-Graduate,Flight,Summer,Leisure,Online,No,Yes,No,Yes,High,Medium,Not Aware,1
3031,Male,43,<3 LPA,Salaried,Single,Bangalore,Graduate,Flight,Summer,Business,Online,No,No,No,No,Medium,Medium,Aware,0
3032,Female,22,6-10 LPA,Unemployed,Single,Chennai,Doctorate,Flight,Monsoon,Leisure,Direct Booking,No,No,No,No,High,Medium,Not Aware,0
3033,Male,31,6-10 LPA,Self-Employed,Married,Kolkata,Graduate,Train,Winter,Family Visit,Online,No,No,No,No,Medium,Low,Not Aware,0
3034,Male,51,6-10 LPA,Student,Single,Delhi,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
3035,Female,53,>15 LPA,Student,Married,Mumbai,Graduate,Flight,Monsoon,Business,Online,No,Yes,No,No,Low,Medium,Aware,1
3036,Male,34,<3 LPA,Salaried,Divorced,Bangalore,High School,Bus,Winter,Leisure,Direct Booking,No,No,Yes,No,Medium,Medium,Not Aware,0
3037,Male,36,<3 LPA,Salaried,Divorced,Kolkata,Graduate,Train,Winter,Business,Online,No,No,Yes,Yes,Medium,High,Aware,0
3038,Female,31,3-6 LPA,Salaried,Single,Hyderabad,Graduate,Own Vehicle,Winter,Leisure,Online,Yes,Yes,No,Yes,Low,Medium,Not Aware,1
3039,Male,53,<3 LPA,Salaried,Single,Hyderabad,Graduate,Flight,Monsoon,Family Visit,Offline Agent,Yes,No,No,Yes,Medium,High,Aware,1
3040,Male,27,>15 LPA,Salaried,Married,Delhi,Graduate,Flight,Monsoon,Family Visit,Offline Agent,No,Yes,Yes,No,High,Medium,Aware,1
3041,Male,51,3-6 LPA,Student,Married,Hyderabad,Post-Graduate,Train,Winter,Leisure,Offline Agent,No,No,No,No,High,Low,Not Aware,0
3042,Female,34,3-6 LPA,Salaried,Married,Pune,Graduate,Bus,Monsoon,Leisure,Direct Booking,No,No,Yes,No,Medium,Medium,Not Aware,0
3043,Male,48,<3 LPA,Self-Employed,Married,Chennai,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
3044,Male,36,6-10 LPA,Salaried,Married,Delhi,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,Yes,Yes,No,High,High,Not Aware,1
3045,Female,39,3-6 LPA,Salaried,Single,Chennai,Graduate,Train,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
3046,Male,37,<3 LPA,Salaried,Married,Ahmedabad,Post-Graduate,Train,Monsoon,Pilgrimage,Online,No,No,No,Yes,Medium,High,Aware,0
3047,Female,46,3-6 LPA,Student,Married,Mumbai,Post-Graduate,Bus,Summer,Business,Online,No,No,No,Yes,Low,Medium,Not Aware,0
3048,Female,26,3-6 LPA,Salaried,Single,Ahmedabad,High School,Train,Winter,Leisure,Offline Agent,No,No,No,No,Medium,Medium,Not Aware,0
3049,Male,29,>15 LPA,Self-Employed,Married,Chennai,Post-Graduate,Bus,Winter,Business,Offline Agent,No,No,Yes,No,Medium,Low,Aware,1
3050,Female,37,3-6 LPA,Self-Employed,Divorced,Mumbai,Post-Graduate,Bus,Winter,Family Visit,Online,No,Yes,Yes,Yes,Low,High,Not Aware,1
3051,Female,51,6-10 LPA,Salaried,Single,Chennai,Post-Graduate,Flight,Monsoon,Pilgrimage,Direct Booking,No,No,No,No,High,Low,Not Aware,0
3052,Male,32,>15 LPA,Self-Employed,Divorced,Delhi,Graduate,Own Vehicle,Summer,Leisure,Online,No,Yes,No,No,Low,High,Aware,1
3053,Female,43,10-15 LPA,Unemployed,Married,Mumbai,Doctorate,Own Vehicle,Monsoon,Business,Online,Yes,Yes,Yes,No,High,Medium,Not Aware,1
3054,Female,25,>15 LPA,Self-Employed,Married,Kolkata,High School,Flight,Winter,Leisure,Online,No,No,Yes,No,Medium,High,Not Aware,0
3055,Male,56,>15 LPA,Salaried,Single,Chennai,Graduate,Own Vehicle,Summer,Leisure,Online,No,Yes,No,Yes,Medium,Medium,Aware,1
3056,Male,56,3-6 LPA,Self-Employed,Single,Chennai,High School,Train,Monsoon,Business,Online,No,Yes,Yes,No,Medium,High,Aware,1
3057,Male,23,6-10 LPA,Self-Employed,Single,Ahmedabad,Graduate,Flight,Monsoon,Leisure,Direct Booking,Yes,No,Yes,No,Medium,High,Aware,0
3058,Female,44,<3 LPA,Salaried,Single,Hyderabad,Post-Graduate,Bus,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
3059,Male,37,3-6 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Bus,Monsoon,Leisure,Online,No,Yes,Yes,No,Medium,High,Not Aware,1
3060,Female,59,10-15 LPA,Salaried,Married,Pune,Post-Graduate,Train,Monsoon,Leisure,Direct Booking,No,No,Yes,Yes,Medium,Medium,Aware,1
3061,Female,46,6-10 LPA,Salaried,Married,Chennai,Graduate,Own Vehicle,Winter,Family Visit,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
3062,Female,24,6-10 LPA,Salaried,Divorced,Hyderabad,Post-Graduate,Train,Summer,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
3063,Female,32,6-10 LPA,Salaried,Married,Chennai,Graduate,Flight,Monsoon,Family Visit,Online,No,Yes,Yes,No,Medium,Medium,Not Aware,1
3064,Female,21,3-6 LPA,Salaried,Single,Bangalore,High School,Train,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
3065,Female,41,10-15 LPA,Student,Married,Ahmedabad,Graduate,Train,Monsoon,Leisure,Online,Yes,Yes,No,No,High,High,Not Aware,1
3066,Female,39,3-6 LPA,Self-Employed,Divorced,Hyderabad,Graduate,Train,Summer,Pilgrimage,Direct Booking,No,No,Yes,Yes,Medium,Medium,Aware,0
3067,Male,41,3-6 LPA,Student,Married,Delhi,High School,Bus,Summer,Business,Offline Agent,No,Yes,No,No,High,Medium,Aware,1
3068,Male,38,10-15 LPA,Self-Employed,Single,Delhi,Post-Graduate,Flight,Winter,Family Visit,Online,No,No,Yes,No,High,Medium,Not Aware,0
3069,Female,23,3-6 LPA,Salaried,Divorced,Mumbai,Graduate,Own Vehicle,Winter,Business,Direct Booking,No,Yes,No,No,Medium,Medium,Aware,1
